text,true_label,pred_label,score
"It's Saturday, it's raining, and I think every movie should have at least one comment... so I just watched ""The Crime Doctor's Courage"" all the way through. It's a murder mystery with a typical cast of characters, and a couple of the usual suspects -- each with their own possible motive for the crime. The story starts abruptly and the viewer is thrown into the plot with no character development or storytelling whatsoever. I guess that's not too surprising for a B movie of this period. There are also some moments which look and feel like this is pre-WWII, but perhaps that is due to the writer's background in radio shows.<br /><br />The ""Crime Doctor"" is the sleuth who happens to be visiting California for some R&R from his psychiatry practice on the East coast. He hooks up with a mystery novelist friend with whom it is implied has been along for one or more previous mystery solving capers. The novelist occasionally fills the role of sidekick to our sleuth (AKA Dr. Watson), and also occasionally lightens things up with a bit of comic relief (sort of).<br /><br />There is also a somewhat simple, but not quite bumbling police captain who at times is annoyed by the meddling sleuth. And then there are the mysterious Braggas, a brother and sister who are dance artists at a night-club. The dance is sort of an interpretive dance that happens to be one of those moments which feels more like the 30's than the 40's. Though the story location is California, the Braggas appear to live in a castle!<br /><br />There was one plot element which managed to keep me somewhat amused, but I won't divulge any more than that because I always enjoy movies more when the story is discovered, rather than known in advance. (even though I can think of many, many, B films which would rate higher and it is difficult to say that watching this one is time well spent) I have not seen any other movies from the ""Crime Doctor"" series, so I can't make any comparisons.",neg,pos,0.6554158892916322
"Maniratnam, who in India, is often compared with prominent world film makers and is regarded a genius in film-making, has yet again proved that he can only make the frames look visually good, without offering much food for thought.Forget about pure cinematic pleasure that can be derived from cinema as a very old form of art.<br /><br />While I would not like to claim and portray myself as someone who has seen all the beautiful movies made around the world, still any thoughtful and a bit educated film goer can identify that his films do not contain innovative ingenuous plots, does not contain lingering effects afterward and MOSTLY contain ridiculous ending and a LOT of melodrama, seen profusely in Indian movies.<br /><br />Overall, Maniratnam has successfully confirmed my distaste for his films once again.<br /><br />Sorry for those who on this board were claiming otherwise. My suggestion to you: WATCH SOME BEAUTIFUL CINEMAS MADE AROUND THE GLOBE.",neg,pos,0.7281729021463108
"Like 'Singin' in the Rain', 'Cover Girl' has a trio of two guys and a girl. In 'Cover Girl', Phil Silvers (Genius) is the comic relief. He corresponds to Donald O'Connor's funny man part in 'Singin in the Rain'. In Cover Girl, Gene Kelly's love interest is Rita Hayworth and in 'Rain', it's Debbie Reynolds. That's where the comparison ends.<br /><br />Whereas ""Singin' in the Rain' is a classic American movie musical, 'Cover Girl' is mediocrity incarnate. The story isn't very complicated. Rusty Parker (Rita Hayworth) is a dancer in Danny MacGuire's low-rent nightclub in Brooklyn. Rusty decides to enter a Cover Girl contest sponsored by a wealthy publisher, John Coudair, who made an unsuccessful play for Rusty's grandmother years ago. Coudair introduces Rusty to Broadway producer Noel Wheaton who makes her into a star. Danny feels slighted when Rusty starts showing up late for rehearsals at the nightclub and decides to close the club down and go on the road entertaining the troops along with his sidekick, Genius. At the last minute, with Rusty at the altar with Noel, she realizes the error of her ways and runs back to Danny. They live happily ever after.<br /><br />Gene Kelly has the least developed part in the movie. All we find out about him is that he owns a nightclub and is madly in love with Rusty. Coudair and Wheaton act like besotted teenagers toward Rusty and Phil Silvers delivers some thoroughly goofy but unfunny shtick. The most interesting aspect of Rita Hayworth's performance is the scene in which she gets drunk. This foreshadows what happened to her in real life. Anyone who has read her biography will learn that she disliked Hollywood, pined away for a normal home life which she could never attain but eventually began drinking and ended up with full-blown Alzheimer's during the last years of her life.<br /><br />Almost all of the songs in Cover Girl are old-fashioned and not very tuneful. Gene Kelly has only one really excellent dance number and that's the scene where he dances with his 'alter ego'. Earlier, the trio has another number which is a pale precursor of 'Make em Laugh' from 'Singin' in the Rain'.<br /><br />The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal. A couple of decades later, Raquel Welch had the same problem. Both actresses later in their careers would always try and find scripts that showcased their acting abilities. They wanted to be known as 'actresses' and not 'pinup girls'. Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.",neg,pos,0.7212977397606327
"Formulaic slasher film, only this one stars three ten year olds (all born during a lunar eclipse) as the killers. Nice, huh? A little bit of gore and a nice nude scene may make this worthwhile for diehard fans of the genre, others beware.<br /><br />*1/2 out of ****",neg,pos,0.6109959900907748
"Might end up being the biggest disappointment that I will see in 2009. I seem to be the rare person who disliked Park's Oldboy, but I think that his ""Lady Vengeance"" and ""Sympathy for Mr. Vengeance"" are among the best films I've seen in the 2000's decade. Therefore, I really was looking forward to see this, especially as it got such positive reviews. Instead, I found the film clichéd, and broke little, if any new ground to the vampire genre. And while I can appreciate a bit of gallows humor in movies like this, I felt Park did this at very inopportune times.<br /><br />Others have compared/contrasted this to ""Let the Right One In,"" and I have to say that ""Let the Right One In"" was far superior to this one, and was a fresh take on the vampire genre. Sadly, Park's take was a tired one.",neg,pos,0.5700239714551091
"An obvious vanity press for Julie in her first movie with Blake. Let's see. Where do we begin. She is a traitor during a world war; she redeems that by falling in love; her friends (who are presumably patriots because they are German citizens) are expendable and must die; and she winds up as a heroine. OK. The scenes with the drunken pilot and the buffoons who work for French intelligence can't even be described, and we won't even mention Rock's romantic scenes with a female. (By the way, when they visit a museum, look at his gaze - I reran it on video and it's priceless). Is it a farce or is it a romantic classic or is it a war movie? I don't know and you won't either.",neg,pos,0.6503227524230005
"Julie Andrews satirically prods her own goody-two-shoes image in this overproduced musical comedy-drama, but if she approaches her role with aplomb, she's alone in doing so. Blake Edwards' film about a woman who is both music-hall entertainer and German spy during WWI doesn't know what tone to aim for, and Rock Hudson has the thankless task of playing romantic second-fiddle. Musicals had grown out of favor by 1970, and elephantine productions like ""Star!"" and this film really tarnished Andrews' reputation, leaving a lot of dead space in her catalogue until ""The Tamarind Seed"" came along. I've always thought Julie Andrews would've made a great villain or shady lady; her strong voice could really command attention, and she hits some low notes that can either be imposing or seductive. Husband/director Edwards seems to realize this, but neither he nor Julie can work up much energy within this scenario. Screenwriter William Peter Blatty isn't a good partner for Edwards, and neither man has his heart in this material. Beatty's script offers Andrews just one fabulous sequence--a striptease. *1/2 from ****",neg,pos,0.6312314749130744
"David Bryce's comments nearby are exceptionally well written and informative as almost say everything I feel about DARLING LILI. This massive musical is so peculiar and over blown, over produced and must have caused ruptures at Paramount in 1970. It cost 22 million dollars! That is simply irresponsible. DARLING LILI must have been greenlit from a board meeting that said ""hey we got that Pink Panther guy and that Sound Of Music gal... lets get this too"" and handed over a blank cheque. The result is a hybrid of GIGI, ZEPPELIN, HALF A SIXPENCE, some MGM 40s song and dance numbers of a style (daisies and boaters!) so hopelessly old fashioned as to be like musical porridge, and MATA HARI dramatics. The production is colossal, lush, breathtaking to view, but the rest: the ridiculous romance, Julie looking befuddled, Hudson already dead, the mistimed comedy, and the astoundingly boring songs deaden this spectacular film into being irritating. LILI is like a twee 1940s mega musical with some vulgar bits to spice it up. STAR! released the year before sadly crashed and now is being finally appreciated for the excellent film is genuinely is... and Andrews looks sublime, mature, especially in the last half hour......but LILI is POPPINS and DOLLY frilly and I believe really killed off the mega musical binge of the 60s..... and made Andrews look like Poppins again... which I believe was not Edwards intention. Paramount must have collectively fainted when they saw this: and with another $20 million festering in CATCH 22, and $12 million in ON A CLEAR DAY and $25 million in PAINT YOUR WAGON....they had a financial abyss of CLEOPATRA proportions with $77 million tied into 4 films with very uncertain futures. Maybe they should have asked seer Daisy Gamble from ON A CLEAR DAY ......LILI was very popular on immediate first release in Australia and ran in 70mm cinemas for months but it failed once out in the subs and the sticks and only ever surfaced after that on one night stands with ON A CLEAR DAY as a Sunday night double. Thank god Paramount had their simple $1million (yes, ONE MILLION DOLLAR) film LOVE STORY and that $4 million dollar gangster pic THE GODFATHER also ready to recover all the $77 million in just the next two years....for just $5m.... incredible!",neg,pos,0.608522339291811
"I'm not a big fan of musicals, although this technically might not qualify as a musical. But I thought I would give it a chance as I love war movies. It was mediocre at best.<br /><br />Hudson seems totally out of kilter in this role. It just didn't work for me. Julie Andrews probably played her part as best as she could, but I just find it hard to buy her as a conniving, deceptive spy. Sorry, I know that is classic stereotyping on my part. But I have to say I think this is Julie at her most beautiful and feminine looking. I always thought of her as more matronly, but then surely that's a result of her roles in Sound of Music and Mary Poppins. No doubt they were desperately trying to get her out of that typecasting in this role. She was quite beguiling in appearance here, but I still didn't buy her as a spy.<br /><br />I couldn't keep my focus through the whole movie and found myself tuning in and out - and having conversations with those in my room (which I usually never do - I'm always shushing everybody). So that tells you how little it held my attention. Don't waste your time!",neg,pos,0.5451074926846581
"A tough sell: British playwright Ronald Harwood adapts his autobiographical stage drama into loud, bellowing film about WWII Shakespearean theatrical troupe saddled with an aged, blustery, brilliant-but-unreliable star at the end of his tether. The actor's effete assistant works diligently to get his master coiffed and costumed for a production of ""King Lear"" (during an Air Raid!), yet both men are losing their grip on their unraveling situation. Based on the waning years of actor Donald Wolfit, whose dresser was Ronald Harwood, this acclaimed production would seem to be a welcome haven for scenery-chewing thespians. Unfortunately, Albert Finney (at this point in his career, not at all elderly) seems too robust and quick-thinking to play the actor; Finney (and Oscar-nominated director Peter Yates) cannot modulate Sir's moods and bouts of coherency in a way that makes sense to us, so that in one scene he's stopping a train with the commanding echo of his voice, and in the next he's curiously falling apart. With such a wreck of a human being in the midst of failing health and aptitude, one would assume a dedicated assistant would go to great lengths to protect his boss (and his future), yet servant Tom Courtenay prods and badgers and goads Finney to carry on rather than rest. Courtenay, who played this part on stage (and was nominated for an Oscar alongside Finney for Best Actor), is far more attuned to his role, and eventually his bleating commands and confusion achieve the only real feeling in the film. These two, thankfully, do not peck at each other's heads, and scenarist Harwood is careful not to fall into a love-hate pattern (which could possibly be perceived in the film's first act); but, without a juxtaposition of servant vs. celebrity, there's nothing much to behold in this portrait except for the deterioration of narcissism, the hint at what once was. *1/2 from ****",neg,pos,0.5445557311894371
"I wish I knew what to make of a movie like this. It seems to be divided into two parts -- action sequences and personal dramas ashore. It follows Ashton Kutsher through survival swimmer school, guided by Master Chief Kevin Costner, then to Alaska where a couple of spectacular rescues take place, the last resulting in death.<br /><br />I must say that the scenes on the beach struck me as so stereotypical in so many ways that they should be barnacle encrusted. A typical bar room fight between Navy guys and Coast Guardsmen (""puddle pirates""). The experienced old timer Costner who is, as an elderly bar tender tells him, ""married to the Coast Guard."" The older chief who ""keeps trying to prove to himself that he's still nineteen."" The neglected ex wife ashore to whom Kostner pays a farewell visit. The seemingly sadistic demands placed on the swimmers by the instructors, all in pursuit of a loftier goal. The gifted young man hobbled by a troubled past.<br /><br />The problem is that we've seen it all before. If it's Kevin Costner here, it's Clint Eastwood or John Wayne or Lou Gosset Jr. or Vigo Mortenson or Robert DeNiro elsewhere. And the climactic scene has elements drawn shamelessly from ""The Perfect Storm"" and ""Dead Calm."" None of it is fresh and none of the old stereotyped characters and situations are handled with any originality.<br /><br />It works best as a kind of documentary of what goes on in the swimmer's school and what could happen afterward and even that's a little weak because we don't get much in the way of instruction. It's mostly personal conflict, romance, and tension about washing out.<br /><br />It's a shame because the U. S. Coast Guard is rather a noble outfit, its official mission being ""the safety of lives and property at sea."" In war time it is transferred to the Navy Department and serves in combat roles. In World War II, the Coast Guard even managed to have a Medal of Honor winner in its ranks.<br /><br />But, again, we don't learn much about that. We don't really learn much about anything. The film devolves into a succession of visual displays and not too much else. A disappointment.",neg,pos,0.5826842505468484
"Wow, another Kevin Costner hero movie. Postman, Tin Cup, Waterworld, Bodyguard, Wyatt Earp, Robin Hood, even that baseball movie. Seems like he makes movies specifically to be the center of attention. The characters are almost always the same ... the heroics, the flaws, the greatness, the fall, the redemption. Yup, within the 1st 5 minutes of the movie, we're all supposed to be in awe of his character, and it builds up more and more from there.<br /><br />And this time the story ... story? ... is just a collage of different movies. You don't need a spoiler; you've seen this movie several times, though it had different titles. You'll know what will happen way before it happens. This is like mixing An Officer and a Gentleman with Backdraft, but both are easily better movies. Watch Backdraft to see how this kind of movie should be made ... and also to see how an good but slightly underrated actor, Russell, plays the hero.",neg,pos,0.6376778791809021
"There must be an error. This movie belongs with ""Plan 9"", and a lot others as a quite entertaining, silly diversion. You'll never accept you like it, yet you will watch it whenever it comes out on TV. It's as simple as that.",neg,pos,0.8658586747288775
"Like a lot of movies involving little kids, this starts off ""real cute"" and likable...and then, after about a half hour or so, becomes the reverse.<br /><br />That's certainly the case here in this time-travel story (which I usually love) where an adult meets a kid who his really him at the age of eight! Great premise and a great lead actor in Bruce Willis, but.....<br /><br />The kid ""Rusty"" is a smart-aleck and whiny brat and Willis Rusty grown up now as ""Russell"" gets abrasive with his constant yelling. That is entertainment? No, thanks.<br /><br />Young Breslin has gone on to become a very good child actor, being involved in a number of films including ""The Cat In The Hat"" opposite a more famous child actor: Dakota Fanning. <br /><br />Overall, a disappointing film, especially with all the good press this movie got when it was released.",neg,pos,0.7003973162437253
"Bruce Willis, as usual, does an excellent job.<br /><br />[warning: may be considered a ""spoiler""]<br /><br />While my friend thought it was good, I kept glancing at my watch during the entire movie wondering when it would end. After seeing such great flicks as ""The Patriot"" and ""Chicken Run"" I was really disappointed in Disney's ""The Kid.""<br /><br />Willis plays a middle-aged man with a harsh and realistic attitude on putting a positive spin on people's images (he's an Image Consultant). An unknown kid shows up. Yes, it's him but younger, and even Lily Tomlin can see him. At this point I'm reminded of a cross between a poor ""Quantum Leap"" episode and a bad time traveling flick.<br /><br />Kid and Willis go through trying to figure out why he's in that time period. They figure it out. They meet Willis when he's older. Nevermind that it never goes into detail how old Willis teleports them between time periods and gets them together to begin with, how he got that knowledge to begin with, how he came to the realization that he needed to do this, and so on.<br /><br />Basically, it's a very tired, unoriginal, uninspiring plot that has some great actors in it. The good news is that ""the Kid"" actor is nowhere near as annoying as he's presented in the trailers on television.",neg,pos,0.5855510144306608
"Just watched on UbuWeb this early experimental short film directed by William Vance and Orson Welles. Yes, you read that right, Orson Welles! Years before he gained fame for radio's ""The War of the Worlds"" and his feature debut Citizen Kane, Welles was a 19-year-old just finding his muse. Besides Vance and Welles, another player here was one Virginia Nicholson, who would become Orson's first wife. She plays a woman who keeps sitting on something that rocks back and forth courtesy of an African-American servant (Paul Edgerton in blackface). During this time a man (Welles) keeps passing her by (courtesy of the scene constantly repeating). I won't reveal any more except to say how interesting the silent images were as they jump-cut constantly. That's not to say this was any good but it was fascinating to watch even with the guitar score (by Larry Morotta) added in the 2005 print I watched. Worth a look for Welles enthusiasts and anyone with a taste of the avant-garde.",neg,pos,0.7630187331528183
"I should start off by saying I have something of a love-hate relationship with musicals. Some of them are fantastic, some are downright crap. So I expected Hair to fall into one of those categories. However, it didn't, falling instead in the middle.<br /><br />The songs aren't brilliant, though the ""Sodomy"" song did make me smile a lot, and everything is rather dated looking. But the movie didn't draw me in as others have, such as Rocky Horror. Although that's a bad example, since for years I hated Rocky Horror, then all of a sudden I got it and have loved it ever since. Maybe Hair will be the same. Although I doubt it will get as much exposure as Rocky Horror due to the language and nudity content, so I doubt I will get the chance to have it grow on me. Gettit? Hair....grow...oh suit yourself.<br /><br />Anyhow, I didn't get to see the last fifteen minutes or so due to a technical glitch, which was a shame, since I would have liked to see how it ended, especially after reading some of the reviews here.<br /><br />Not a film for the casual cinema-goer, but definitely one for musical lovers. I really hope they don't re-make it, though, since I think any such re-make would end up a shallow, pale, PC version of the original.<br /><br />Worth a look for lovers of the genre.",neg,pos,0.5297449245553356
"I never heard of this film when it first came out. It must have sunk immediately. :o) I saw it on cable while sick in hospital so I hardly had enough energy to watch it, let alone turn the channel. Better choice than the Style Channel. ;0(. Filmed on location, this travelogue should have been on the Travel Channel. The plot is recycled from ship board farces of the thirties and forties. The cast seems to have been recycled from the fifties. Donald O'Connor, star of musicals and Edward Mulhare as a card shark. As to the main cast, Walter Matthau is still playing the same part as he did in Guys and Dolls or was it the one about the orphan girl? Wiseacre irresponsible gambler and rounder. But it just doesn't take with a man of his age. As to Jack Lemmon, he plays his part so straight, he can hardly dip and glide when dancing. And as mentioned, Dyan Cannon is outstandingly attractive as another swindler sailing with her mother who thinks Walter is rich, while he thinks she is rich. Elaine Stritch plays Dyan's mother, another retread from the fifties. The most fun is the running feud between Brent Spiner as the domineering and snotty cruise director who immediately spots Walter as a poor dancer, and spends his time trying to get him dismissed so he will have to pay for his free passage. In the end, though he receives his comeuppances. Meanwhile Jack mopes about, meets an attractive woman, with mutual attraction, but their affair is broken up by Walter's lies that Jack is a doctor, when he was actually a retired department store buyer. But finally, the two men take to the sea in a rubber boat to intercept her seaplane and all is well. There does not seem to be any principal player under the age of fifty.",neg,pos,0.5305472804107157
"In 1904 Tangier, a wealthy American woman and her two children are kidnapped by Berbers, murderous desert pirates who scorn the Moroccan government and, by doing so, kidnap ""American pestilence"", which attracts the attention of U.S. President Theodore Roosevelt. Fictitious historical epic is less a grand adventure than it is a peculiar, somewhat exhaustive throwback to the desert-sheik films of the 1940s (with a bit of ""The King and I"" interjected, besides). Portraying the cloaked, mustachioed, bloodthirsty leader and his snippy, haughty captive, Sean Connery and Candice Bergen could be acting in two entirely different movies (neither one seems to know how far to carry the camp-elements of their characters and dialogue, and both seem singularly without proper direction). The various (and anonymous) slashings and beheadings which occur are arbitrary: we don't know any of these victims, and the big action scenes become blurry, noisy montages of sand-swept violence on horseback. The pluses: a much-lauded music score by Jerry Goldsmith (Oscar-nominated, but a loser to John Williams' ""Jaws""), fine location shooting and cinematography. *1/2 from ****",neg,pos,0.7159264694820665
"Oh God! It could be a very interesting film and in fact it is. I would have like to give it a 5 but i give a 2 for my vote. Why? I saw it in a theatre! See this film on DVD or on TV! The shooting is really really POOR!!!!! It keeps shaking all the time, in a completely tasteless framing!<br /><br />Its really painful to see this very interesting film in a cinema. You got quickly seasick and you have to make some huge effort not to puke on your neighbor 's seat! <br /><br />It's really a shame 'cos, the story is edited in a non-linear way which is quite rare (and a very good idea!) for a documentary. <br /><br />Watch this at home!",neg,pos,0.5164622134885551
"There were so many classic movies that were made where the leading people were out-and- out liars and yet they are made to look good. I never bought into that stuff. The ""screwball comedies"" were full of that stuff and so were a lot of the Fred Astaire films.<br /><br />Here, Barbara Stanwyck plays a famous ""country"" magazine writer who has been lying to the public for years, and feels she has to keep lying to keep her persona (and her job). She even lies to a guy about getting married, another topic that was always trivialized in classic films.<br /><br />She's a New York City woman who pretends she's a great cook and someone who knows how to handle babies, etc. Obviously she knows nothing and the lies pile up so fast you lose track. I guess all of that is supposed to be funny because lessons are learned in the end and true love prevails, etc. etc. Please pass the barf bag.<br /><br />Most of this film is NOT funny. Stanwyck was far better in the film noir genre. As for Dennis Morgan, well, pass the bag again.",neg,pos,0.5626397592280942
